,year,selling_price,km_driven,mileage,engine,max_power,torque,seats,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Manual,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner
1729,2019,800000,33000,19.4,1194.0,94.93,120.0,5.0,False,False,True,False,False,True,False,False,False,False
1730,2014,450000,13500,18.2,1199.0,82.4,108.5,5.0,False,False,True,True,False,True,False,False,False,False
1731,2012,300000,80000,17.0,1405.0,70.0,132.3,5.0,True,False,False,True,False,True,False,False,False,False
1732,2017,645000,20000,18.6,1197.0,81.83,114.7,5.0,False,False,True,True,False,True,False,False,False,False
1733,2013,520000,58000,23.4,1248.0,74.0,190.0,5.0,True,False,False,True,False,True,False,False,False,False
1734,2013,200000,40000,21.1,814.0,55.2,74.5,5.0,False,False,True,True,False,True,False,False,False,False
1735,2015,700000,30000,17.4,1497.0,117.3,145.0,5.0,False,False,True,True,False,True,False,False,False,False
1736,2000,45000,50000,16.1,796.0,37.0,59.0,4.0,False,False,True,True,False,True,False,True,False,False
1737,2016,459999,73000,25.83,1498.0,99.0,215.0,5.0,True,False,False,True,False,True,False,False,False,False
1738,2014,325000,90000,23.2,1248.0,73.94,190.0,5.0,True,False,False,True,False,True,False,True,False,False
1739,2015,350000,50000,20.51,998.0,67.04,90.0,5.0,False,False,True,True,False,True,False,True,False,False
1740,2011,440000,80000,22.32,1582.0,126.3,259.9,5.0,True,False,False,True,False,True,False,False,False,True
1741,2011,320000,70000,21.9,1396.0,90.0,219.52,5.0,True,False,False,True,False,True,False,True,False,False
1742,2011,169000,41000,18.0,995.0,62.0,90.3,5.0,False,False,True,True,False,True,False,False,False,False
1743,2013,350000,50000,16.47,1198.0,73.9,110.0,5.0,False,False,True,True,False,True,True,False,False,False
1744,2014,350000,113226,19.68,1399.0,67.0,160.0,5.0,True,False,False,False,False,True,False,False,False,False
1745,2013,310000,90000,20.0,1399.0,68.1,160.0,5.0,True,False,False,True,False,True,False,True,False,False
1746,2007,150000,70000,19.41762110224801,1456.711219879518,91.33642205917592,180.71248774355752,5.416917670682731,False,False,True,True,False,True,False,False,False,True
1747,2010,420000,160500,13.5,2179.0,115.0,277.5,5.0,True,False,False,True,False,True,True,False,False,False
1748,2015,685000,30000,19.12,1373.0,91.1,130.0,5.0,False,False,True,True,False,False,False,False,False,False
1749,2014,560000,132000,19.72,1461.0,108.45,245.0,5.0,True,False,False,True,False,True,False,True,False,False
1750,2013,470000,120000,22.9,1248.0,74.0,190.0,5.0,True,False,False,True,False,True,False,False,False,True
1751,2011,380000,80000,16.2,1599.0,103.2,146.02,5.0,False,False,True,True,False,True,False,True,False,False
1752,2015,670000,57000,15.4,1997.0,120.0,280.0,7.0,True,False,False,True,False,True,False,True,False,False
1753,2018,550000,5000,22.0,1197.0,81.8,113.0,5.0,False,False,True,True,False,True,False,False,False,False
1754,2016,749000,25000,17.01,1591.0,121.3,154.9,5.0,False,False,True,True,False,True,False,False,False,False
1755,2015,899000,80000,19.67,1582.0,126.2,259.9,5.0,True,False,False,True,False,True,False,True,False,False
1756,2011,290000,88000,16.52,1991.0,123.7,305.0,5.0,True,False,False,True,False,True,False,False,False,True
1757,2015,350000,60000,20.62,1198.0,67.0,104.0,7.0,False,False,True,True,False,True,False,False,False,False
1758,2017,500000,43000,20.85,1197.0,83.14,115.0,5.0,False,False,True,True,False,True,False,False,False,False
1759,2014,400000,77000,21.66,1498.0,103.6,250.0,5.0,True,False,False,True,False,False,False,True,False,False
1760,2016,260000,30000,25.17,799.0,53.3,72.0,5.0,False,False,True,True,False,True,False,False,False,False
1761,2015,220000,40000,22.74,796.0,47.3,69.0,5.0,False,False,True,True,False,True,False,True,False,False
1762,2014,190000,139000,18.2,1248.0,73.8,172.5,8.0,True,False,False,True,False,True,False,True,False,False
1763,2016,400000,80000,18.9,1197.0,82.0,114.0,5.0,False,False,True,True,False,True,False,False,False,False
1764,2014,170000,76000,25.44,936.0,56.3,142.5,5.0,True,False,False,True,False,True,False,True,False,False
1765,2019,650000,3500,18.6,1197.0,81.86,117.0,5.0,False,False,True,True,False,True,False,False,False,False
1766,2007,60000,62000,16.1,796.0,37.0,59.0,4.0,False,False,True,True,False,True,False,True,False,False
1767,2007,300000,110000,12.0,2092.0,127.0,196.0,7.0,False,False,True,True,False,True,False,True,False,False
1768,2012,125000,40000,16.2,995.0,62.1,90.3,5.0,False,False,True,True,False,True,False,True,False,False
1769,2013,130000,120000,19.41762110224801,1456.711219879518,91.33642205917592,180.71248774355752,5.416917670682731,True,False,False,True,False,True,False,True,False,False
1770,2011,170000,70000,19.7,796.0,46.3,62.0,5.0,False,False,True,True,False,True,False,False,False,True
1771,2012,310000,77000,19.3,1248.0,73.9,190.0,5.0,True,False,False,True,False,True,False,True,False,False
1772,2011,130000,110000,18.0,995.0,62.0,90.3,5.0,False,False,True,True,False,True,False,True,False,False
1773,2016,465000,20000,20.51,998.0,67.04,90.0,5.0,False,False,True,True,False,True,False,False,False,False
1774,1995,160000,90000,19.41762110224801,1456.711219879518,91.33642205917592,180.71248774355752,5.416917670682731,True,False,False,True,False,True,False,False,False,True
1775,2005,800000,120005,11.0,2987.0,198.5,455.7000000000001,5.0,True,False,False,True,False,False,False,True,False,False
1776,2012,260000,16830,20.2,998.0,67.1,90.0,5.0,False,False,True,True,False,True,False,False,False,False
1777,2013,500000,70000,15.96,2523.0,63.0,180.0,9.0,True,False,False,True,False,True,False,False,False,False
1778,2017,325000,38000,23.01,999.0,67.0,91.0,5.0,False,False,True,True,False,True,False,False,False,False
1779,2013,400000,80000,15.96,2523.0,63.0,180.0,9.0,True,False,False,True,False,True,False,False,False,False
1780,2018,3200000,50000,14.24,2755.0,174.5,420.0,7.0,True,False,False,True,False,True,False,False,False,False
1781,2007,200000,50000,17.88,1396.0,52.8,85.0,5.0,True,False,False,True,False,True,False,False,False,False
1782,2013,450000,52000,17.21,1493.0,100.0,240.0,7.0,True,False,False,True,False,True,False,False,False,False
1783,2012,229999,50000,17.0,1405.0,70.0,132.3,5.0,True,False,False,True,False,True,False,False,False,False
1784,2016,340000,30000,21.1,814.0,55.2,74.5,5.0,False,False,True,True,False,True,False,False,False,False
1785,2014,550000,103000,15.96,2523.0,62.1,195.0,7.0,True,False,False,True,False,True,False,False,False,False
1786,2011,975000,93468,11.4,2953.0,153.86,380.0,7.0,True,False,False,True,False,False,False,True,False,False
1787,2019,3800000,20000,18.0,1969.0,190.0,400.0,5.0,True,False,False,True,False,False,False,False,False,False
1788,2010,225000,80000,14.0,1595.0,102.0,147.0,5.0,False,False,True,True,False,True,False,True,False,False
1789,2018,3250000,12000,10.91,3198.0,197.0,470.0,7.0,True,False,False,True,False,False,False,False,False,False
1790,2013,280000,70000,25.0,1396.0,69.0,140.0,5.0,True,False,False,True,False,True,False,False,False,False
1791,2019,700000,4500,19.5,1199.0,88.76,110.0,5.0,False,False,True,True,False,True,False,False,False,False
1792,2012,259000,35000,23.03,1396.0,69.0,140.0,5.0,True,False,False,True,False,True,False,False,False,False
1793,2018,3200000,60000,15.04,2755.0,174.5,450.0,7.0,True,False,False,True,False,False,False,False,False,False
1794,2018,1400000,30000,16.0,1997.0,140.0,320.0,7.0,True,False,False,True,False,True,False,False,False,False
1795,2015,416000,40000,17.01,1499.0,110.4,136.0,5.0,False,False,True,True,False,False,False,False,False,False
1796,2011,250000,70000,19.0,1248.0,90.0,200.0,5.0,True,False,False,True,False,True,False,False,False,False
1797,2010,210000,120000,21.12,1248.0,88.8,200.0,5.0,True,False,False,True,False,True,False,False,False,False
1798,2008,290000,120000,12.05,2179.0,120.0,290.0,8.0,True,False,False,True,False,True,False,True,False,False
1799,2012,220000,90000,23.03,1396.0,69.0,140.0,5.0,True,False,False,True,False,True,False,False,False,False
1800,2012,246000,35000,23.03,1396.0,69.0,140.0,5.0,True,False,False,True,False,True,False,True,False,False
1801,2018,260000,30000,16.8,796.0,34.2,59.0,8.0,False,False,True,True,False,True,False,False,False,False
1802,2018,1050000,70000,21.38,1396.0,88.7,219.7,5.0,True,False,False,True,False,True,False,False,False,False
1803,2012,290000,60000,21.02,1248.0,88.76,200.0,5.0,True,False,False,True,False,True,False,False,False,False
1804,2013,310000,70000,25.0,1396.0,69.0,140.0,5.0,True,False,False,True,False,True,False,False,False,False
1805,2018,700000,6000,18.6,1197.0,81.83,114.7,5.0,False,False,True,True,False,True,False,False,False,False
1806,2016,550000,20000,20.4,1197.0,81.8,113.0,5.0,False,False,True,True,False,True,False,False,False,False
1807,2017,450000,70000,19.09,1405.0,69.01,135.0,5.0,True,False,False,True,False,True,False,False,False,False
1808,2016,773000,65000,17.8,1497.0,117.3,145.0,5.0,False,False,True,True,False,True,False,False,False,False
1809,2017,450000,25000,23.84,1199.0,84.0,114.0,5.0,False,False,True,True,False,True,False,False,False,False
1810,2019,409999,10000,15.37,1196.0,73.0,101.0,5.0,False,False,True,True,False,True,False,False,False,False
1811,2003,45000,35000,16.1,796.0,37.0,59.0,4.0,False,False,True,True,False,True,True,False,False,False
1812,2014,600000,80000,11.07,2496.0,179.5,228.0,5.0,False,False,True,True,False,False,False,True,False,False
1813,2010,250000,63000,18.6,1199.0,79.4,108.0,5.0,False,False,True,True,False,True,False,False,False,False
1814,2008,70000,100000,16.8,1405.0,62.0,122.5,5.0,True,False,False,True,False,True,False,False,False,False
1815,2019,690000,1303,17.8,1198.0,86.7,109.0,5.0,False,False,True,False,False,True,False,False,False,False
1816,2018,3975000,31800,17.01,1968.0,188.0,400.0,5.0,True,False,False,False,False,False,False,False,False,False
1817,2019,5150000,20000,22.37,2487.0,214.56,202.0,5.0,False,False,True,False,False,False,False,False,False,False
1818,2017,3200000,45000,19.33,1999.0,177.0,430.0,5.0,True,False,False,False,False,False,False,False,False,False
1819,2017,4100000,17000,9.5,3604.0,280.0,347.0,5.0,False,False,True,True,False,False,False,False,False,False
1820,2018,1000000,4295,17.1,1496.0,105.5,140.0,5.0,False,False,True,False,True,True,False,False,False,False
1821,2018,1000000,5229,17.1,1496.0,105.5,140.0,5.0,False,False,True,False,True,True,False,False,False,False
1822,2016,2000000,68089,19.16,2494.0,157.7,213.0,5.0,False,False,True,False,True,False,False,False,False,False
1823,2018,925000,23712,28.09,1248.0,88.5,200.0,5.0,True,False,False,False,True,True,False,False,False,False
1824,2016,550000,56494,18.2,1199.0,88.7,110.0,5.0,False,False,True,False,True,True,False,False,False,False
1825,2018,430000,16589,20.51,998.0,67.04,90.0,5.0,False,False,True,False,True,True,False,False,False,False
1826,2013,750000,79328,12.99,2494.0,100.6,200.0,7.0,True,False,False,False,True,True,False,True,False,False
1827,2016,675000,53201,17.8,1497.0,117.3,145.0,5.0,False,False,True,False,True,True,False,True,False,False
1828,2017,570000,25272,21.01,1197.0,81.8,113.0,5.0,False,False,True,False,True,True,False,False,False,False
1829,2017,850000,53619,24.3,1248.0,88.5,200.0,5.0,True,False,False,False,True,True,False,False,False,False
1830,2019,5400000,7500,16.78,1995.0,190.0,400.0,5.0,True,False,False,False,False,False,False,False,False,False
1831,2019,5500000,8500,16.78,1995.0,190.0,400.0,5.0,True,False,False,False,False,False,False,False,False,False
1832,2019,779000,7032,19.0,1199.0,88.76,110.0,5.0,False,False,True,False,True,False,False,False,False,False
1833,2018,640000,6001,15.9,1496.0,120.69,149.0,5.0,False,False,True,False,False,True,False,False,False,False
1834,2013,250000,80000,19.09,1405.0,69.01,135.0,5.0,True,False,False,True,False,True,False,False,False,False
1835,2018,1250000,12000,19.6,1461.0,108.45,245.0,5.0,True,False,False,True,False,True,False,False,False,False
1836,2017,889000,25000,17.0,1497.0,121.31,150.0,5.0,False,False,True,True,False,True,False,False,False,False
1837,2017,750000,40000,22.54,1396.0,88.73,219.7,5.0,True,False,False,True,False,True,False,True,False,False
1838,2010,320000,130000,17.8,1248.0,75.0,190.0,5.0,True,False,False,True,False,True,False,False,False,True
1839,2018,1000000,40000,28.09,1248.0,88.5,200.0,5.0,True,False,False,True,False,True,False,False,False,False
1840,2000,110000,70000,17.3,993.0,60.0,78.0,5.0,False,False,True,True,False,True,True,False,False,False
1841,2008,250000,120000,17.7,1497.0,78.0,124.46,5.0,False,False,True,True,False,True,False,True,False,False
1842,2015,600000,60000,26.59,1248.0,74.0,190.0,5.0,True,False,False,True,False,True,False,False,False,False
1843,2009,165000,60000,19.0,998.0,67.1,90.0,5.0,False,False,True,True,False,True,False,False,False,False
1844,2004,118000,60000,19.7,796.0,46.3,62.0,5.0,False,False,True,True,False,True,False,True,False,False
1845,2016,700000,78000,27.39,1248.0,74.0,190.0,5.0,True,False,False,True,False,True,False,False,False,False
1846,2013,585000,80000,20.46,1461.0,83.8,200.0,5.0,True,False,False,True,False,True,False,True,False,False
1847,2006,120000,120000,19.7,796.0,46.3,62.0,5.0,False,False,True,True,False,True,True,False,False,False
1848,2003,65000,90000,16.1,796.0,37.0,59.0,4.0,False,False,True,True,False,True,True,False,False,False
1849,2006,150000,100000,19.7,796.0,46.3,62.0,5.0,False,False,True,True,False,True,False,True,False,False
1850,2009,150000,70000,19.7,796.0,46.3,62.0,5.0,False,False,True,True,False,True,True,False,False,False
1851,2004,170000,160000,13.1,1493.0,82.0,187.0,5.0,True,False,False,True,False,True,False,False,False,True
1852,2006,250000,120000,10.5,2179.0,120.0,290.0,8.0,True,False,False,True,False,True,False,False,False,True
1853,2005,100000,100000,13.1,1493.0,82.0,187.0,5.0,True,False,False,True,False,True,False,False,False,True
1854,2013,599000,60000,20.77,1248.0,88.76,200.0,7.0,True,False,False,True,False,True,False,True,False,False
1855,2010,250000,135000,18.3,1991.0,147.9,327.0,5.0,True,False,False,True,False,True,False,False,False,True
1856,2016,570000,90000,20.4,1197.0,81.8,113.0,5.0,False,False,True,True,False,True,False,False,False,False
1857,2013,440000,75000,22.07,1199.0,73.9,180.0,5.0,True,False,False,True,False,True,False,True,False,False
1858,2005,300000,185000,11.4,2494.0,100.6,200.0,7.0,True,False,False,True,False,True,False,True,False,False
1859,2015,300000,71717,19.34,1198.0,76.0,104.0,5.0,False,False,True,True,False,False,False,True,False,False
1860,2011,500000,150000,11.79,2179.0,120.0,290.0,8.0,True,False,False,True,False,False,False,True,False,False
1861,2016,660000,55000,26.59,1248.0,74.0,190.0,5.0,True,False,False,True,False,True,False,False,False,False
1862,2012,256000,90000,15.3,1596.0,99.6,146.0,5.0,False,False,True,True,False,True,False,True,False,False
1863,2018,409999,35000,23.01,999.0,67.0,91.0,5.0,False,False,True,True,False,True,False,False,False,False
1864,2015,1888000,120000,12.55,2982.0,168.5,343.0,7.0,True,False,False,True,False,True,False,True,False,False
1865,2011,250000,100000,19.41762110224801,1086.0,62.1,96.1,5.0,False,True,False,True,False,True,False,True,False,False
1866,2009,280000,40000,12.9,1799.0,130.0,172.0,5.0,False,False,True,True,False,False,False,False,False,True
1867,2010,300000,100000,13.0,2489.0,95.0,220.0,8.0,True,False,False,True,False,True,False,False,False,False
1868,2016,900000,120000,14.1,2179.0,147.94,320.0,5.0,True,False,False,True,False,True,False,False,False,False
1869,2014,190000,60000,19.0,998.0,67.1,90.0,5.0,False,False,True,True,False,True,False,False,False,False
1870,2019,800000,2000,15.96,2523.0,63.0,180.0,9.0,True,False,False,True,False,True,False,False,False,False
1871,2012,450000,100000,14.0,2523.0,75.0,200.0,8.0,True,False,False,True,False,True,False,False,False,False
1872,2015,400000,110000,14.95,2489.0,93.7,218.0,7.0,True,False,False,True,False,True,False,False,False,False
1873,2009,150000,90000,13.93,2179.0,138.1,320.0,7.0,True,False,False,True,False,True,False,True,False,False
1874,2011,200000,84321,23.57,1396.0,70.0,140.0,5.0,True,False,False,True,False,True,False,False,False,False
1875,2013,600000,177000,15.1,2179.0,140.0,330.0,7.0,True,False,False,True,False,True,False,False,False,False
1876,2010,175000,60000,18.0,1248.0,75.0,190.0,5.0,True,False,False,True,False,True,False,False,False,False
1877,2008,215000,70000,20.36,1197.0,78.9,111.8,5.0,False,False,True,True,False,True,False,True,False,False
1878,2011,190000,70000,16.8,796.0,34.2,59.0,8.0,False,False,True,True,False,True,False,False,False,True
1879,2013,520000,126000,19.01,1461.0,108.45,248.0,5.0,True,False,False,True,False,True,False,True,False,False
1880,2016,2280000,120000,10.91,3198.0,197.0,470.0,7.0,True,False,False,True,False,False,False,True,False,False
1881,2015,285000,70000,19.1,1405.0,70.0,135.4,5.0,True,False,False,True,False,True,False,False,False,False
1882,2017,660000,82000,18.49,1493.0,100.0,240.0,7.0,True,False,False,True,False,True,False,False,False,False
1883,2004,31504,110000,16.1,796.0,37.0,59.0,4.0,False,False,True,True,False,True,False,False,False,True
1884,2015,515000,45000,20.85,1197.0,83.14,115.0,5.0,False,False,True,True,False,True,False,True,False,False
1885,2012,295000,70000,21.64,1461.0,84.8,200.0,5.0,True,False,False,True,False,True,False,True,False,False
1886,2015,700000,80000,20.45,1461.0,83.8,200.0,5.0,True,False,False,True,False,True,False,True,False,False
1887,2017,1100000,45000,15.4,2179.0,120.0,280.0,7.0,True,False,False,True,False,True,False,False,False,False
1888,2017,300000,60000,20.3,998.0,68.05,94.14,5.0,False,False,True,True,False,True,False,False,False,False
1889,2013,450000,41800,18.6,1197.0,85.8,114.0,5.0,False,False,True,True,False,True,False,False,False,False
1890,2010,135000,132000,19.41762110224801,1456.711219879518,91.33642205917592,180.71248774355752,5.416917670682731,False,False,True,True,False,True,False,True,False,False
1891,2017,700000,50000,28.4,1248.0,74.02,190.0,5.0,True,False,False,True,False,True,False,True,False,False
1892,2012,250000,40000,20.0,1399.0,68.0,160.0,5.0,True,False,False,True,False,True,False,False,False,False
1893,2009,140000,96000,18.9,1061.0,67.0,84.0,5.0,False,False,True,True,False,True,False,True,False,False
1894,2012,250000,117000,14.0,2498.0,112.0,260.0,8.0,True,False,False,True,False,True,False,False,False,False
1895,2011,210000,110000,19.81,1086.0,68.05,99.04,5.0,False,False,True,True,False,True,False,True,False,False
1896,2014,420000,100000,25.8,1498.0,98.6,200.0,5.0,True,False,False,True,False,True,False,True,False,False
1897,2007,130000,88700,19.7,796.0,46.3,62.0,5.0,False,False,True,True,False,True,False,False,False,True
1898,2012,320000,70000,16.95,1498.0,97.7,134.0,5.0,False,False,True,True,False,True,False,True,False,False
1899,2010,200000,110000,17.3,1061.0,64.0,84.28,5.0,False,False,True,True,False,True,False,True,False,False
1900,2016,310000,15000,22.74,796.0,47.3,69.0,5.0,False,False,True,True,False,True,False,False,False,False
1901,2012,200000,80000,20.8,1461.0,65.0,160.0,5.0,True,False,False,True,False,True,False,True,False,False
1902,2014,350000,50000,18.5,1197.0,85.8,114.0,5.0,False,False,True,True,False,True,False,False,False,False
1903,2018,444000,15000,21.1,814.0,55.2,74.5,5.0,False,False,True,True,False,True,False,False,False,False
1904,2017,300000,25000,22.7,799.0,53.64,72.0,5.0,False,False,True,True,False,True,False,False,False,False
1905,2011,225000,57000,21.0,1461.0,64.1,160.0,5.0,True,False,False,True,False,True,False,True,False,False
1906,2012,600000,75000,15.96,2523.0,62.1,195.0,7.0,True,False,False,True,False,True,False,False,False,False
1907,2013,260000,26000,15.37,1196.0,73.0,101.0,5.0,False,False,True,True,False,True,False,False,False,False
1908,2015,375000,160000,24.4,1120.0,71.01,180.4,5.0,True,False,False,True,False,True,False,False,False,False
1909,2013,260000,26000,15.37,1196.0,73.0,101.0,5.0,False,False,True,True,False,True,False,False,False,False
1910,2010,150000,120000,19.7,796.0,46.3,62.0,5.0,False,False,True,True,False,True,False,True,False,False
1911,2014,110000,50000,19.7,796.0,46.3,62.0,5.0,False,False,True,True,False,True,False,True,False,False
1912,2012,225000,40000,19.7,796.0,46.3,62.0,5.0,False,False,True,True,False,True,False,False,False,False
1913,2011,400000,90000,23.59,1364.0,67.04545454545453,170.0,5.0,True,False,False,True,False,True,False,False,False,True
1914,2005,93000,120000,19.41762110224801,1456.711219879518,91.33642205917592,180.71248774355752,5.416917670682731,False,False,True,True,False,True,False,False,False,True
1915,2017,860000,28000,17.8,1497.0,117.3,145.0,5.0,False,False,True,True,False,True,False,False,False,False
1916,2018,650000,50000,28.4,1248.0,74.02,190.0,5.0,True,False,False,True,False,True,False,False,False,False
1917,2014,650000,90000,20.77,1248.0,88.8,200.0,7.0,True,False,False,True,False,True,False,False,False,False
1918,2016,710000,40000,24.8,1396.0,88.7,219.7,5.0,True,False,False,True,False,True,False,False,False,False
1919,2017,430000,113000,25.83,1498.0,99.0,215.0,5.0,True,False,False,True,False,True,False,False,False,False
1920,2011,305000,188000,17.8,1248.0,75.0,190.0,5.0,True,False,False,True,False,True,False,True,False,False
1921,2011,220000,100000,20.0,1399.0,68.0,160.0,5.0,True,False,False,True,False,True,False,False,False,False
1922,2017,660000,67000,18.49,1493.0,100.0,240.0,7.0,True,False,False,True,False,True,False,True,False,False
1923,2011,140000,70000,25.44,936.0,57.6,150.0,5.0,True,False,False,True,False,True,True,False,False,False
1924,2015,1100000,50000,14.28,1798.0,138.03,173.0,5.0,False,False,True,True,False,True,False,False,False,False
1925,2013,2450000,60000,16.36,2179.0,187.7,450.0,5.0,True,False,False,True,False,False,False,False,False,False
1926,2017,625000,34000,22.0,1498.0,108.495,250.0,5.0,True,False,False,True,False,False,False,False,False,False
1927,2004,198000,110000,12.8,1493.0,100.0,128.38,5.0,False,False,True,True,False,True,False,False,False,True
1928,2001,60000,71000,19.41762110224801,1456.711219879518,91.33642205917592,180.71248774355752,5.416917670682731,False,False,True,True,False,True,False,True,False,False
1929,2005,130000,140000,18.9,998.0,67.1,90.0,5.0,False,False,True,True,False,True,False,True,False,False
1930,2012,540000,100000,16.8,1497.0,116.3,146.0,5.0,False,False,True,True,False,True,False,True,False,False
1931,2017,550000,10000,18.9,1197.0,81.86,113.75,5.0,False,False,True,True,False,False,False,False,False,False
1932,2018,475000,30000,21.63,998.0,67.04,90.0,5.0,False,False,True,True,False,True,False,False,False,False
1933,2017,2825000,22000,15.73,1968.0,174.33,380.0,5.0,True,False,False,False,False,False,False,False,False,False
1934,2020,2125000,5500,26.8,1597.0,118.0,300.0,5.0,True,False,False,False,False,True,False,False,False,False
1935,2018,3350000,18000,19.62,1998.0,190.0,400.0,5.0,True,False,False,False,False,False,False,False,False,False
1936,2018,1800000,20000,11.36,2755.0,171.5,360.0,8.0,True,False,False,False,False,False,False,False,False,False
1937,2018,540000,7000,20.3,1086.0,68.0,99.0,5.0,False,False,True,False,False,True,False,False,False,False
1938,2018,910000,20000,17.0,2596.0,80.8,230.0,5.0,True,False,False,False,False,True,False,False,False,False
1939,2019,484999,4875,21.63,998.0,67.04,90.0,5.0,False,False,True,False,False,True,False,False,False,False
1940,2020,1950000,2700,17.01,1582.0,126.2,259.9,5.0,True,False,False,False,False,False,False,False,False,False
1941,2018,950000,58511,24.3,1248.0,88.5,200.0,5.0,True,False,False,False,False,True,False,False,False,False
1942,2015,365000,105000,25.83,1498.0,99.0,215.0,5.0,True,False,False,False,False,True,False,False,False,False
1943,2018,900000,26235,16.55,2498.0,105.0,247.0,6.0,True,False,False,False,False,True,False,False,False,False
1944,2017,919999,26766,21.5,1497.0,108.5,260.0,5.0,True,False,False,False,False,True,False,False,False,False
1945,2020,1900000,1600,13.96,1451.0,141.0,250.0,5.0,False,False,True,False,False,False,False,False,False,False
1946,2018,2950000,46000,15.8,2148.0,170.0,411.6,5.0,True,False,False,False,False,True,False,False,False,False
1947,2019,1075000,23000,17.3,1497.0,121.0,300.0,7.0,True,False,False,False,False,True,False,False,False,False
1948,2017,600000,24522,20.4,1197.0,81.8,113.0,5.0,False,False,True,False,False,True,False,False,False,False
1949,2017,3200000,13663,22.69,1995.0,190.0,400.0,5.0,True,False,False,False,False,False,False,False,False,False
1950,2019,2600000,11000,19.3,1968.0,141.0,320.0,5.0,True,False,False,False,False,False,False,False,False,False
1951,2016,839000,63000,24.3,1248.0,88.5,200.0,5.0,True,False,False,False,False,True,False,False,False,False
1952,2019,635000,2000,16.2,1199.0,74.0,110.0,5.0,False,False,True,False,False,True,False,False,False,False
1953,2011,180000,190000,19.2,1461.0,65.0,156.8,5.0,True,False,False,True,False,True,False,False,False,True
1954,2015,650000,80000,26.0,1498.0,98.6,200.0,5.0,True,False,False,True,False,True,False,False,False,False
1955,2011,350000,80000,16.0,1198.0,90.0,180.71248774355752,5.0,False,False,True,True,False,True,False,True,False,False
1956,2015,265000,54000,23.95,998.0,67.05,90.0,5.0,False,False,True,True,False,True,False,False,False,False
1957,2018,330000,30000,23.01,999.0,67.0,91.0,5.0,False,False,True,True,False,True,False,False,False,False
1958,2019,395000,5000,15.37,1196.0,73.0,101.0,7.0,False,False,True,True,False,True,False,False,False,False
1959,2015,700000,58945,18.49,1493.0,100.0,240.0,7.0,True,False,False,True,False,True,False,False,False,False
1960,2012,300000,90000,20.0,1399.0,68.0,160.0,5.0,True,False,False,True,False,True,False,False,False,False
1961,2013,625000,160000,20.77,1248.0,88.76,200.0,7.0,True,False,False,True,False,True,False,False,False,True
1962,2014,425000,80000,15.11,1598.0,103.6,250.0,5.0,True,False,False,True,False,True,False,True,False,False
1963,2004,55000,50000,16.1,796.0,37.0,59.0,4.0,False,False,True,True,False,True,False,False,False,True
1964,2015,250000,80000,19.09,1405.0,69.01,135.0,5.0,True,False,False,True,False,True,False,True,False,False
1965,2015,459999,156975,15.96,2523.0,62.1,195.0,9.0,True,False,False,True,False,True,False,False,False,False
1966,2017,1594000,5000,21.43,1364.0,86.79,205.0,5.0,True,False,False,True,False,True,False,False,False,False
1967,2014,300000,50000,18.2,1199.0,82.4,108.5,5.0,False,False,True,True,False,True,False,False,False,False
1968,2018,950000,27620,22.77,1498.0,98.59,205.0,5.0,True,False,False,False,False,True,False,False,False,False
1969,2013,484999,120000,12.05,2179.0,120.0,290.0,9.0,True,False,False,True,False,True,False,False,False,False
1970,2009,161000,120000,14.0,2498.0,112.0,260.0,8.0,True,False,False,True,False,True,False,False,False,True
1971,2015,500000,58000,17.19,1197.0,81.86,114.73,5.0,False,False,True,True,False,True,False,False,False,False
1972,2012,350000,50000,16.95,1498.0,97.7,134.0,5.0,False,False,True,True,False,True,False,False,False,False
1973,2017,550000,40000,20.89,1197.0,81.8,113.0,5.0,False,False,True,True,False,False,False,False,False,False
1974,2018,850000,7800,17.5,1199.0,88.7,110.0,5.0,False,False,True,True,False,True,False,False,False,False
1975,2016,240000,50000,22.74,796.0,47.3,69.0,5.0,False,False,True,True,False,True,False,False,False,False
1976,2011,950000,68000,13.1,2499.0,141.0,330.0,7.0,True,False,False,True,False,True,False,False,False,False
1977,2015,423000,60000,16.02,1373.0,93.7,130.0,7.0,False,False,True,True,False,True,False,True,False,False
1978,2005,90000,74000,12.8,1396.0,85.0,117.6,5.0,False,False,True,True,False,True,False,True,False,False
1979,2011,350000,58000,13.93,2179.0,138.1,320.0,7.0,True,False,False,True,False,True,False,True,False,False
1980,2011,170000,70000,19.0,998.0,66.1,90.0,5.0,False,False,True,True,False,True,False,False,False,True
1981,2015,450000,70000,18.16,1196.0,86.8,112.0,5.0,False,False,True,True,False,True,False,False,False,False
1982,2009,150000,110000,20.36,1197.0,78.9,111.7,5.0,False,False,True,True,False,True,False,True,False,False
1983,2002,75000,80000,19.41762110224801,1456.711219879518,91.33642205917592,180.71248774355752,5.416917670682731,False,False,True,True,False,True,False,False,False,True
1984,2016,511000,80000,22.54,1396.0,88.73,219.7,5.0,True,False,False,True,False,True,False,False,False,False
1985,2018,850000,59000,24.2,1498.0,93.87,225.0,7.0,True,False,False,True,False,True,False,False,False,False
1986,2018,250000,110000,25.0,1396.0,69.0,140.0,5.0,True,False,False,True,False,True,False,False,False,False
1987,2020,420000,25000,21.63,998.0,67.04,90.0,5.0,False,False,True,True,False,True,False,False,False,False
